Chapter,Name,Class,Level,Difficulty,Boss,Recruitable,Reinforcement,Quantity,HP,Power,Skill,Speed,Luck,Defense,Resistance,Constitution,Move,Item 1,Item 2,Item 3,Item 4,Item 5
Chapter 4,Laus,Cavalier,4,Hard,False,False,False,1,27~33,7~11,5~10,7~10,2~6,6~9,0~3,9,7,Iron Sword,False,False,False,False
Chapter 4,Laus,Archer,5,Hard,False,False,False,2,26~30,7~10,6~11,6~9,3~6,3~6,0~3,7,5,Iron Bow,False,False,False,False
Chapter 4,Laus,Cavalier,3,Hard,False,False,False,3,27~32,7~10,4~9,7~10,2~5,6~9,0~3,9,7,Iron Lance,False,False,False,False
Chapter 4,Laus,Cavalier,3,Hard,False,False,False,2,27~32,7~10,4~9,7~10,2~5,6~9,0~3,9,7,Iron Sword,False,False,False,False
Chapter 4,Laus,Cavalier,5,Hard,False,False,False,1,28~34,8~11,5~10,7~11,3~6,6~9,0~3,9,7,Iron Lance,False,False,False,False
Chapter 4,Laus,Cavalier,2,Hard,False,False,False,2,26~31,7~10,4~9,7~10,2~5,6~9,0~3,9,7,Iron Lance,False,False,False,False
Chapter 4,Laus,Cavalier,2,Hard,False,False,False,1,26~31,7~10,4~9,7~10,2~5,6~9,0~3,9,7,Iron Sword,False,False,False,False
Chapter 4,Laus,Archer,4,Hard,False,False,False,1,25~29,6~10,6~11,5~9,2~6,3~6,0~3,7,5,Iron Bow,False,False,False,False
Chapter 4,Laus,Nomad,1,Hard,False,False,False,2,20~24,7~9,6~10,7~11,2~4,4~6,0~2,7,7,Iron Bow,False,False,False,False
Chapter 4,Pirate,Pirate,4,Hard,False,False,True,5,23~27,7~9,3~6,7~9,0~2,3~5,0~2,10,5,Iron Axe,False,False,False,False
Chapter 4,Pirate,Pirate,3,Hard,False,False,True,5,23~26,6~9,3~5,7~9,0~2,3~5,0~2,10,5,Hand Axe,False,False,False,False
Chapter 4,Laus,Fighter,3,Hard,False,False,True,1,24~27,7~11,3~5,5~7,0~2,2~4,0~2,11,5,Iron Axe,Vulnerary,False,False,False
Chapter 4,Laus,Fighter,2,Hard,False,False,True,1,23~26,7~10,3~5,5~7,0~2,2~4,0~2,11,5,Iron Axe,Vulnerary,False,False,False
Chapter 4,Laus,Archer,2,Hard,False,False,True,1,21~23,5~7,4~7,4~6,1~3,3~5,0~2,7,5,Iron Bow,Vulnerary,False,False,False
Chapter 4,Rutger,Myrmidon,4,Hard,False,True,True,1,25~26,8~9,13~15,14~16,3~4,5~6,0~1,7,5,Killing Edge,False,False,False,False
Chapter 4,Laus,Cavalier,4,Hard,False,False,True,3,24~28,6~9,4~7,6~8,1~4,6~8,0~2,9,7,Iron Lance,False,False,False,False
Chapter 4,Laus,Cavalier,4,Hard,False,False,True,1,24~28,6~9,4~7,6~8,1~4,6~8,0~2,9,7,Iron Lance,Javelin,False,False,False
Chapter 5,Dory,Brigand,11,Normal,True,False,False,1,30,13,4,8,2,7,1,11,5,Killer Axe,Hand Axe,False,False,False
Chapter 5,Bandit,Fighter,4,Normal,False,False,False,1,22~23,6~7,2~4,4~6,0~1,2~3,0~1,11,5,Iron Axe,False,False,False,False
Chapter 5,Bandit,Fighter,4,Normal,False,False,False,1,22~23,6~7,2~4,4~6,0~1,2~3,0~1,11,5,Hand Axe,False,False,False,False
Chapter 5,Bandit,Fighter,5,Normal,False,False,False,3,22~24,6~8,3~4,5~6,0~1,2~3,0~1,11,5,Steel Axe,False,False,False,False
Chapter 5,Bandit,Fighter,5,Normal,False,False,False,3,22~24,6~8,3~4,5~6,0~1,2~3,0~1,11,5,Iron Axe,Hand Axe,False,False,False
Chapter 5,Bandit,Mercenary,3,Normal,False,False,False,2,19~20,4~5,8~9,8~9,0~1,4~5,0~1,9,5,Iron Sword,False,False,False,False
Chapter 5,Bandit,Brigand,6,Normal,False,False,False,4,23~25,7~8,2~3,5~7,0~1,3~4,0~1,12,5,Hand Axe,False,False,False,False
Chapter 5,Bandit,Mercenary,2,Normal,False,False,False,1,18~19,4~5,8~9,8~9,0~1,4~5,0~1,9,5,Iron Sword,False,False,False,False
Chapter 5,Bandit,Mercenary,4,Normal,False,False,False,2,20~21,5~6,9~10,8~10,0~2,4~5,0~1,9,5,Steel Sword,False,False,False,False
Chapter 5,Bandit,Mercenary,5,Normal,False,False,False,1,20~22,5~6,9~10,9~10,1~2,4~5,0~1,9,5,Steel Blade,False,False,False,False
Chapter 5,Bandit,Nomad,3,Normal,False,False,False,2,17~18,5~6,4~5,5~7,0~1,4~5,0~1,7,7,Iron Bow,False,False,False,False
Chapter 5,Bandit,Nomad,4,Normal,False,False,False,1,17~19,5~7,5~6,6~7,0~2,4~5,0~1,7,7,Steel Bow,False,False,False,False
Chapter 5,Bandit,Mage,5,Normal,False,False,False,1,17~19,2~4,3~4,4~5,0~1,3~4,4~5,6,5,Fire,False,False,False,False
Chapter 5,Bandit,Brigand,5,Normal,False,False,True,4,22~24,6~8,2~3,5~6,0~1,3~4,0~1,12,5,Hand Axe,Iron Axe,False,False,False
Chapter 5,Bandit,Brigand,6,Normal,False,False,True,4,23~25,7~8,2~3,5~7,0~1,3~4,0~1,12,5,Steel Axe,False,False,False,False
Chapter 5,Dory,Brigand,11,Hard,True,False,False,1,38~42,17~20,6~10,10~12,2~6,7~9,1~3,12,5,Killer Axe,Hand Axe,False,False,False
Chapter 5,Bandit,Fighter,4,Hard,False,False,False,1,30~35,10~15,4~10,6~12,0~5,2~7,0~3,11,5,Iron Axe,False,False,False,False
Chapter 5,Bandit,Fighter,4,Hard,False,False,False,1,30~35,10~15,4~10,6~12,0~5,2~7,0~3,11,5,Hand Axe,False,False,False,False
Chapter 5,Bandit,Fighter,5,Hard,False,False,False,3,30~36,10~16,5~10,7~12,0~5,2~7,0~3,11,5,Steel Axe,False,False,False,False
Chapter 5,Bandit,Fighter,5,Hard,False,False,False,3,30~36,10~16,5~10,7~12,0~5,2~7,0~3,11,5,Iron Axe,Hand Axe,False,False,False
Chapter 5,Bandit,Mercenary,3,Hard,False,False,False,2,27~32,8~11,12~15,10~15,2~7,4~9,0~5,9,5,Iron Sword,False,False,False,False
Chapter 5,Bandit,Brigand,6,Hard,False,False,False,4,31~37,11~16,4~9,7~11,0~5,3~6,0~3,12,5,Hand Axe,False,False,False,False
Chapter 5,Bandit,Mercenary,2,Hard,False,False,False,1,26~31,8~11,12~15,10~15,2~7,4~9,0~5,9,5,Iron Sword,False,False,False,False
Chapter 5,Bandit,Mercenary,4,Hard,False,False,False,2,28~33,9~12,13~16,10~16,2~8,4~9,0~5,9,5,Steel Sword,False,False,False,False
Chapter 5,Bandit,Mercenary,5,Hard,False,False,False,1,28~34,9~12,13~16,11~16,3~8,4~9,0~5,9,5,Steel Blade,False,False,False,False
Chapter 5,Bandit,Nomad,3,Hard,False,False,False,2,23~28,7~12,8~11,9~15,2~7,4~7,0~5,7,7,Iron Bow,False,False,False,False
Chapter 5,Bandit,Nomad,4,Hard,False,False,False,1,23~29,7~13,9~12,10~15,2~8,4~7,0~5,7,7,Steel Bow,False,False,False,False
Chapter 5,Bandit,Mage,5,Hard,False,False,False,1,21~27,6~12,7~10,6~11,2~5,3~6,6~11,6,5,Fire,False,False,False,False
Chapter 5,Bandit,Brigand,5,Hard,False,False,True,13,26~30,8~12,3~6,6~8,0~3,3~5,0~2,12,5,Hand Axe,Iron Axe,False,False,False
Chapter 5,Bandit,Brigand,6,Hard,False,False,True,13,27~31,9~12,3~6,6~9,0~3,3~5,0~2,12,5,Steel Axe,False,False,False,False
Chapter 5,Bandit,Mercenary,4,Hard,False,False,True,2,24~27,7~9,11~13,9~13,1~5,4~7,0~3,9,5,Steel Sword,False,False,False,False
Chapter 5,Bandit,Nomad,3,Hard,False,False,True,1,20~23,6~9,6~8,7~11,1~4,4~6,0~3,7,7,Iron Bow,False,False,False,False
Chapter 5,Bandit,Nomad,4,Hard,False,False,True,1,20~24,6~10,7~9,8~11,1~5,4~6,0~3,7,7,Steel Bow,False,False,False,False
Chapter 6,Wagner,Shaman,9,Normal,True,False,False,1,24,6,6,10,3,4,8,5,5,Flux,False,False,False,False
Chapter 6,Thria,Knight,8,Normal,False,False,False,1,21~24,7~9,4~5,0~2,1~2,10~12,0~1,13,4,Iron Lance,Javelin,False,False,False
Chapter 6,Thria,Knight,7,Normal,False,False,False,1,21~23,7~8,3~5,0~2,1~2,10~11,0~1,13,4,Iron Lance,Javelin,False,False,False
Chapter 6,Thria,Mage,7,Normal,False,False,False,1,18~20,3~5,4~5,4~6,1~2,3~4,4~6,6,5,Thunder,False,False,False,False
Chapter 6,Thria,Knight,7,Normal,False,False,False,1,21~23,7~8,3~5,0~2,1~2,10~11,0~1,13,4,Steel Lance,False,False,False,False
Chapter 6,Thria,Knight,10,Normal,False,False,False,1,23~26,8~10,4~6,1~2,1~3,11~12,0~1,13,4,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,10,Normal,False,False,False,2,26~29,6~9,2~4,2~4,1~3,0~2,0~2,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Soldier,9,Normal,False,False,False,3,25~28,6~8,2~3,2~3,1~3,0~2,0~1,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,10,Normal,False,False,False,1,26~29,6~9,2~4,2~4,1~3,0~2,0~2,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,9,Normal,False,False,False,4,25~28,6~8,2~3,2~3,1~3,0~2,0~1,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Mage,4,Normal,False,False,False,2,17~18,2~3,3~4,3~5,0~1,3~4,3~5,6,5,Fire,Vulnerary,False,False,False
Chapter 6,Thria,Mage,3,Normal,False,False,False,1,16~18,1~3,2~3,3~4,0~1,3~4,3~4,6,5,Thunder,Vulnerary,False,False,False
Chapter 6,Thria,Soldier,8,Normal,False,False,False,1,24~27,6~7,1~3,2~3,1~2,0~1,0~1,6,5,Steel Lance,False,False,False,False
Chapter 6,Thria,Mercenary,5,Normal,False,False,False,2,20~22,5~6,9~10,9~10,1~2,4~5,0~1,9,5,Iron Sword,False,False,False,False
Chapter 6,Thria,Soldier,7,Normal,False,False,False,1,24~26,5~7,1~3,2~3,1~2,0~1,0~1,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Mage,4,Normal,False,False,False,1,17~18,2~3,3~4,3~5,0~1,3~4,3~5,6,5,Thunder,Vulnerary,False,False,False
Chapter 6,Thria,Knight,5,Normal,False,False,False,2,19~21,6~7,3~4,0~1,0~2,9~11,0~1,13,4,Iron Lance,Vulnerary,False,False,False
Chapter 6,Thria,Mage,4,Normal,False,False,False,1,17~18,2~3,3~4,3~5,0~1,3~4,3~5,6,5,Thunder,False,False,False,False
Chapter 6,Thria,Mage,4,Normal,False,False,False,1,17~18,2~3,3~4,3~5,0~1,3~4,3~5,6,5,Fire,False,False,False,False
Chapter 6,Cath,Thief,5,Normal,False,False,True,1,16,3,7,11,8,2,1,5,6,Iron Sword,Lockpick,Vulnerary,False,False
Chapter 6,Thria,Knight,6,Normal,False,False,True,2,20~22,6~8,3~4,0~1,1~2,10~11,0~1,13,4,Steel Lance,False,False,False,False
Chapter 6,Thria,Archer,5,Normal,False,False,True,2,20~22,5~6,4~5,4~5,1~2,3~4,0~1,7,5,Steel Bow,False,False,False,False
Chapter 6,Thria,Soldier,9,Normal,False,False,True,2,25~28,6~8,2~3,2~3,1~3,0~2,0~1,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Soldier,9,Normal,False,False,True,2,25~28,6~8,2~3,2~3,1~3,0~2,0~1,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Knight,5,Normal,False,False,True,1,19~21,6~7,3~4,0~1,0~2,9~11,0~1,13,4,Steel Bow,False,False,False,False
Chapter 6,Thria,Archer,4,Normal,False,False,True,1,19~21,4~6,4~5,3~5,0~2,3~4,0~1,7,5,Steel Bow,False,False,False,False
Chapter 6,Thria,Soldier,8,Normal,False,False,True,1,24~27,6~7,1~3,2~3,1~2,0~1,0~1,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Soldier,8,Normal,False,False,True,2,24~27,6~7,1~3,2~3,1~2,0~1,0~1,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Mage,3,Normal,False,False,True,1,16~18,1~3,2~3,3~4,0~1,3~4,3~4,6,5,Fire,False,False,False,False
Chapter 6,Wagner,Shaman,9,Hard,True,False,False,1,26~28,8~10,7~9,11~13,4~5,4~5,9~11,5,5,Flux,False,False,False,False
Chapter 6,Thria,Knight,8,Hard,False,False,False,1,25~30,9~12,5~8,0~4,2~4,11~14,0~2,13,4,Iron Lance,Javelin,False,False,False
Chapter 6,Thria,Knight,7,Hard,False,False,False,1,25~29,9~11,4~8,0~4,2~4,11~13,0~2,13,4,Iron Lance,Javelin,False,False,False
Chapter 6,Thria,Mage,7,Hard,False,False,False,1,20~24,5~9,6~8,5~9,2~4,3~5,5~9,6,5,Thunder,False,False,False,False
Chapter 6,Thria,Knight,7,Hard,False,False,False,1,25~29,9~11,4~8,0~4,2~4,11~13,0~2,13,4,Steel Lance,False,False,False,False
Chapter 6,Thria,Knight,10,Hard,False,False,False,1,22~26,7~11,7~10,6~10,2~5,3~5,6~10,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,10,Hard,False,False,False,2,30~35,8~13,3~7,3~6,2~5,0~3,0~3,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Soldier,9,Hard,False,False,False,3,29~34,8~12,3~6,3~5,2~5,0~3,0~2,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,10,Hard,False,False,False,1,30~35,8~13,3~7,3~6,2~5,0~3,0~3,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Soldier,9,Hard,False,False,False,4,29~34,8~12,3~6,3~5,2~5,0~3,0~2,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Mage,4,Hard,False,False,False,2,19~22,4~7,5~7,4~8,1~3,3~5,4~8,6,5,Fire,Vulnerary,False,False,False
Chapter 6,Thria,Mage,3,Hard,False,False,False,1,18~22,3~7,4~6,4~7,1~3,3~5,4~7,6,5,Thunder,Vulnerary,False,False,False
Chapter 6,Thria,Soldier,8,Hard,False,False,False,1,28~33,8~11,2~6,3~5,2~4,0~2,0~2,6,5,Steel Lance,False,False,False,False
Chapter 6,Thria,Mercenary,5,Hard,False,False,False,2,24~28,7~9,11~13,10~13,2~5,4~7,0~3,9,5,Iron Sword,False,False,False,False
Chapter 6,Thria,Soldier,7,Hard,False,False,False,1,28~32,7~11,2~6,3~5,2~4,0~2,0~2,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Mage,4,Hard,False,False,False,1,19~22,4~7,5~7,4~8,1~3,3~5,4~8,6,5,Thunder,Vulnerary,False,False,False
Chapter 6,Thria,Knight,5,Hard,False,False,False,2,23~27,8~10,4~7,0~3,1~4,10~13,0~2,13,4,Iron Lance,Vulnerary,False,False,False
Chapter 6,Thria,Mage,4,Hard,False,False,False,1,19~22,4~7,5~7,4~8,1~3,3~5,4~8,6,5,Thunder,False,False,False,False
Chapter 6,Thria,Mage,4,Hard,False,False,False,1,19~22,4~7,5~7,4~8,1~3,3~5,4~8,6,5,Fire,False,False,False,False
Chapter 6,Cath,Thief,5,Hard,False,False,True,1,18~20,3~4,9~11,13~14,10~11,2~3,2~3,5,6,Iron Sword,Lockpick,Vulnerary,False,False
Chapter 6,Thria,Knight,6,Hard,False,False,True,2,24~28,8~11,4~7,0~3,2~4,11~13,0~2,13,4,Steel Lance,False,False,False,False
Chapter 6,Thria,Archer,5,Hard,False,False,True,3,23~27,6~9,6~8,5~8,2~5,3~6,0~2,7,5,Steel Bow,False,False,False,False
Chapter 6,Thria,Soldier,9,Hard,False,False,True,5,29~34,8~12,3~6,3~5,2~5,0~3,0~2,6,5,Javelin,False,False,False,False
Chapter 6,Thria,Soldier,9,Hard,False,False,True,5,29~34,8~12,3~6,3~5,2~5,0~3,0~2,6,5,Iron Lance,False,False,False,False
Chapter 6,Thria,Knight,5,Hard,False,False,True,2,23~27,8~10,4~7,0~3,1~4,10~13,0~2,13,4,Steel Lance,False,False,False,False
Chapter 6,Thria,Archer,4,Hard,False,False,True,1,22~26,5~9,6~8,4~8,1~5,3~6,0~2,7,5,Steel Bow,False,False,False,False
